,Bathrooms,Bedrooms,Erf Size,Floor Size,Garages,Listing Date,Listing Number,Pet Friendly,Price,Town,Type of Property,Garden,Pool,Secure Parking,Parking,No Pets Allowed,Furnished,Flatlet,Fibre Internet,Furnished (Optional),ADSL Internet,Satellite Internet
165,3.5,4.0,688 m²,,2.0,14 September 2020,109113654,,12950000.0000,"Fresnaye, Cape Town",House,1.0,1.0,,4.0,,,,,,,
166,3.0,4.0,833 m²,,2.0,21 September 2020,109142844,,3650000.0000,"7 Disa Place, Bergvliet, Cape Town",House,1.0,,,2.0,,,,,,,
167,2.0,2.0,,109 m²,,15 September 2020,109117894,,,"410 Portman Place 21 Fir Avenue, Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,
168,3.5,3.0,,211 m²,2.0,21 September 2020,109142854,,19500000.0000,"22 Riebeek Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
169,2.0,3.0,184 m²,184 m²,1.0,14 September 2020,109114512,,1900000.0000,"Elva Road, Plumstead, Cape Town",Townhouse,,,1.0,,,,,,,,
170,3.0,3.0,814 m²,366 m²,2.0,21 September 2020,109144867,1.0,13595000.0000,"4 Sillery Avenue, Constantia, Cape Town",House,1.0,,,,,,,,,,
171,1.0,1.0,,61 m²,,15 September 2020,109122248,,3400000.0000,"21 Main Road, Green Point, Cape Town",Apartment / Flat,,1.0,,1.0,1.0,,,,,,
172,1.0,,,30 m²,1.0,17 September 2020,109128912,,1360000.0000,"43 Buitenkant Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
173,1.5,2.0,,109 m²,1.0,14 September 2020,109112178,,4250000.0000,"97 Buitengracht Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
174,1.0,1.0,,71 m²,,13 September 2020,109111152,1.0,2899000.0000,"17 Antwerp Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
175,3.0,3.0,712 m²,91 m²,,17 September 2020,109132779,,2800000.0000,"12 Sherard Square, Wynberg Upper, Cape Town",House,,,,4.0,,,,,,,
176,1.0,1.0,,60 m²,,15 September 2020,109121691,1.0,1690000.0000,"4 Milner Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
177,2.0,3.0,612 m²,,2.0,16 September 2020,109123859,,3450000.0000,"6 Morkel Road, Bergvliet, Cape Town",House,,,,,,,,,,,
178,5.0,5.0,902 m²,467 m²,1.0,15 September 2020,109120270,1.0,11900000.0000,"22 Ottawa Road, Camps Bay, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
179,1.0,2.0,,90 m²,,03 September 2020,109063152,,2450000.0000,"39 High Level Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
180,1.0,2.0,242 m²,83 m²,,17 September 2020,109130871,,2750000.0000,"35 Putney Road, Kenilworth, Cape Town",House,1.0,,,1.0,,,,,,,
181,1.5,2.0,82 m²,82 m²,,14 September 2020,109090759,1.0,1875000.0000,"12 Lancaster Rd, Kenilworth, Cape Town",Apartment / Flat,1.0,,,2.0,,,,1.0,,,
182,2.0,3.0,,75 m²,1.0,14 September 2020,109114758,1.0,1600000.0000,"1 Constitution, Zonnebloem, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
183,1.0,1.0,,46 m²,,12 September 2020,109109930,,1295000.0000,"32 Rondebosch Oaks, 50 Rouwkoop Road, Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
184,1.0,,,41 m²,,31 August 2020,109047004,,1295000.0000,"40 Rondebosch Oaks 34 Albion Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
185,1.0,0.5,,33 m²,,20 September 2020,109140235,,1150000.0000,"12 Brooke Street, Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
186,1.0,3.0,129 m²,,,21 September 2020,109143043,,1725000.0000,"55 Church Street, Woodstock, Cape Town",House,1.0,,,,,,,1.0,,,
187,2.0,3.0,201 m²,,1.0,10 September 2020,109104137,,1375000.0000,"195 Pagoda Street, Muizenberg, Cape Town",House,,,,,,,,,,,
188,1.0,1.0,,32 m²,1.0,16 September 2020,109124803,1.0,2100000.0000,"37 Beach Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
189,4.0,3.0,,449 m²,3.0,03 September 2020,109061605,1.0,35000000.0000,"The Breakers, 100 Bay Road, Mouille Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
190,4.5,4.0,,507 m²,2.0,31 August 2020,109046861,,14890000.0000,"31 Sedgemoor Road, Camps Bay, Cape Town",Townhouse,1.0,1.0,,,,,,,,,
191,2.0,3.0,,139 m²,2.0,02 September 2020,106352811,,5800000.0000,"1 Avenue St Denis, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
192,2.0,3.0,443 m²,,,21 September 2020,109143576,,3795000.0000,"3 Harman Road, Claremont, Cape Town",House,1.0,,,,,,,,,,
193,2.5,3.0,,156 m²,2.0,18 September 2020,109137991,1.0,4250000.0000,"2 Scott Road, Claremont Upper, Cape Town",Townhouse,1.0,,,,,,,,,,
194,1.5,2.0,,78 m²,,11 September 2020,109109149,,1395000.0000,"10 Marston Road, Diep River, Cape Town",Apartment / Flat,,,,2.0,1.0,,,,,,
195,2.5,3.0,703 m²,,1.0,09 September 2020,109096693,,2450000.0000,"23 Edgeware Road, Diep River, Cape Town",House,,,,2.0,,,,,,,
196,2.0,3.0,284 m²,,1.0,21 September 2020,109143828,1.0,1925000.0000,"5 Bramblewood Close, Plumstead, Cape Town",House,1.0,1.0,,1.0,,,,1.0,,,
197,2.0,4.0,516 m²,,,04 September 2020,109066221,,3495000.0000,"Claremont, Cape Town",House,1.0,1.0,,,,,1.0,,,,
198,2.0,2.0,178 m²,,,08 September 2020,109089330,1.0,4250000.0000,"10 Rosedene Road, Sea Point, Cape Town",House,,,2.0,,,,,,,,
199,3.0,3.0,448 m²,356 m²,2.0,21 September 2020,109142326,1.0,12750000.0000,"4 Sillery Avenue, Constantia, Cape Town",House,1.0,,,,,,,,,,
200,3.0,3.0,,193 m²,2.0,02 September 2020,109059787,,7995000.0000,"44 Springbok Road, Green Point, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
201,5.0,4.0,501 m²,,,18 September 2020,109137195,,11900000.0000,"6 Upper Orange Street, Oranjezicht, Cape Town",House,1.0,1.0,2.0,,,,,,,,
202,5.0,6.0,495 m²,338 m²,1.0,13 September 2020,108049873,1.0,3750000.0000,"10 Lady May St, Rondebosch East, Cape Town",House,1.0,,,3.0,,,,,,,
203,2.0,2.0,60 m²,60 m²,,14 September 2020,109115503,,1850000.0000,"37 Roeland Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
204,1.0,1.0,,52 m²,,17 September 2020,109132334,,795000.0000,"1 Dolphin Court, 18 Gray Road, Plumstead, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
205,1.0,1.0,,58 m²,,14 September 2020,109112901,,1980000.0000,"235 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
206,1.0,2.0,83 m²,83 m²,,09 September 2020,109097365,,2850000.0000,"17 Grove, Claremont Upper, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
207,1.0,0.5,26 m²,26 m²,,21 September 2020,109142241,,1150000.0000,"5 Nicol Street, Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,
208,2.0,3.0,,143 m²,1.0,28 August 2020,109040721,,3400000.0000,"Palm Grove 2 Main Road, Kenilworth Upper, Cape Town",Apartment / Flat,1.0,,,1.0,1.0,,,,,,
209,3.0,3.0,363 m²,,1.0,18 September 2020,109138044,,7195000.0000,"7 Constantia Road, Gardens, Cape Town",House,1.0,1.0,,,,,,,,,
210,2.5,4.0,744 m²,200 m²,1.0,11 September 2020,109108121,,11250000.0000,"14 Kinnoull Road, Camps Bay, Cape Town",House,1.0,,,1.0,,,,,,,
211,4.0,6.0,478 m²,,1.0,22 September 2020,109146385,,4295000.0000,"6 Beyers Road, Woodstock, Cape Town",House,1.0,1.0,,1.0,,,,1.0,,,
212,3.0,3.0,,129 m²,1.0,12 September 2020,109110626,,12500000.0000,"21 Main Road, Green Point, Cape Town",Apartment / Flat,,1.0,,2.0,1.0,,,,,,
213,1.0,2.0,,82 m²,1.0,22 September 2020,109150004,,1395000.0000,"Claremont, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
214,1.0,2.0,,55 m²,,14 September 2020,108150436,,765000.0000,"4 Aandblom Street, Belhar, Cape Town",Apartment / Flat,,,,6.0,,,,,,,
215,4.5,6.0,2 718 m²,419 m²,2.0,18 September 2020,107049408,1.0,8449000.0000,"3 Ridgedale Crescent, Constantia, Cape Town",House,1.0,1.0,,2.0,,,,,,,
216,1.0,1.0,,35 m²,,11 September 2020,109108931,,1995000.0000,"252 Roggebaai Square, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
217,1.0,1.0,,67 m²,,04 September 2020,109066143,,2350000.0000,"93 Kloof Nek, Gardens, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
218,4.0,4.0,1 202 m²,,,02 September 2020,109058012,1.0,7450000.0000,"Newlands, Cape Town",House,,,,4.0,,,,1.0,,,
219,2.0,3.0,187 m²,130 m²,,02 September 2020,109056631,,2495000.0000,"11 Walmer Road, Woodstock, Cape Town",House,,,,,,,,,,,
220,5.0,5.0,212 m²,,,12 September 2020,109110618,,5995000.0000,"33 De Lorentz Street, Gardens, Cape Town",House,,,,,,,,,,,
221,2.0,3.0,,128 m²,1.0,28 August 2020,109043445,,2795000.0000,"Beauleigh, 1 Stellenberg Avenue, Kenilworth Upper, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
222,2.0,2.0,100 m²,78 m²,2.0,11 September 2020,109106231,1.0,3350000.0000,"21 Aandbloem Street, Vredehoek, Cape Town",Apartment / Flat,1.0,,,,,,,1.0,,,
223,2.5,3.0,,143 m²,1.0,09 September 2020,109097579,1.0,3500000.0000,"6 Erin Road, Rondebosch, Cape Town",Townhouse,,1.0,,1.0,,,,,,,
224,1.0,2.0,130 m²,72 m²,,10 September 2020,109102652,,1699000.0000,"52 Meyer Street, Claremont, Cape Town",House,,,,2.0,,,,,,,
225,2.0,2.0,,88 m²,,09 September 2020,109096909,,4450000.0000,"101 Loader Street, De Waterkant, Cape Town",Apartment / Flat,,,,2.0,,,,,,,
226,2.0,2.0,172 m²,,,11 September 2020,109107831,,3100000.0000,"51a Chamberlain, Woodstock, Cape Town",House,,,1.0,,,,,,,,
227,1.0,1.0,42 m²,42 m²,,09 September 2020,109097127,,1450000.0000,"11 High Cape Avenue, Vredehoek, Cape Town",Apartment / Flat,1.0,1.0,,1.0,,,,1.0,,,
228,2.0,3.0,444 m²,180 m²,,10 September 2020,109103264,,2350000.0000,"57 Repulse Road, Penlyn Estate, Cape Town",House,1.0,,,4.0,,,,,,,
229,1.0,1.0,,72 m²,,14 September 2020,109114993,,1850000.0000,"255 Bree Street, Gardens, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
230,3.0,4.0,527 m²,424 m²,2.0,08 September 2020,109091819,1.0,10900000.0000,"Sea Point, Cape Town",House,,1.0,,,,,1.0,,,,
231,3.0,3.0,93 m²,213 m²,,09 September 2020,109096913,,9950000.0000,"151 Waterkant Street, De Waterkant, Cape Town",House,,,,,,,,,,,
232,2.0,2.0,,190 m²,,14 September 2020,109115423,1.0,6899000.0000,"6 Solomons Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,,,,
233,1.0,1.0,,32 m²,,10 September 2020,109101099,,1350000.0000,"7 Riverstone Road, Wynberg, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
234,1.0,2.0,,85 m²,,10 September 2020,109102204,,2495000.0000,"27 Breda Street, Oranjezicht, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
235,2.0,2.0,,126 m²,,17 September 2020,109131329,,10695000.0000,"Faulconier, Dock Road, Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
236,2.5,3.0,,238 m²,1.0,11 September 2020,109105303,,8250000.0000,"1 Bantry Road, Bantry Bay, Cape Town",Apartment / Flat,1.0,1.0,,,,,,1.0,,,
237,2.0,2.0,120 m²,120 m²,2.0,16 September 2020,109128010,1.0,3590000.0000,"14 Darling Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,,1.0,,,,,
238,4.5,4.0,,176 m²,1.0,12 September 2020,109109959,,2900000.0000,"316 Main Road, Wynberg Upper, Cape Town",Apartment / Flat,1.0,,,1.0,,,,,,,
239,1.0,0.5,,40 m²,,10 September 2020,109100188,,1675000.0000,"38 Mill Street, Gardens, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
240,1.0,2.0,,83 m²,,27 August 2020,109038515,,1750000.0000,"11 Ednam Terraces 33 Ednam Road, Rondebosch, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
241,3.0,4.0,1 004 m²,250 m²,2.0,10 September 2020,109102288,1.0,9900000.0000,"24 Finsbury Street, Newlands, Cape Town",House,,1.0,,4.0,,,,,,,
242,2.0,4.0,496 m²,,1.0,18 September 2020,109137121,1.0,3495000.0000,"39 St Catherine Road, Plumstead, Cape Town",House,1.0,1.0,,2.0,,,1.0,,,,
243,1.0,1.0,52 m²,52 m²,,14 September 2020,109112627,,1350000.0000,"41 Parliament Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,,,,,,
244,4.0,4.0,,616 m²,,26 August 2020,109031896,,32000000.0000,"217 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,2.0,,,,,,,,
245,2.0,2.0,91 m²,91 m²,,24 August 2020,109024032,,5050000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,,,,,,,,,
246,2.0,3.0,,72 m²,1.0,11 September 2020,109108151,1.0,1495000.0000,"16 Bloomdale, Hayworth Road, Kirstenhof, Cape Town",Townhouse,1.0,,,,,,,,,,
247,2.0,4.0,218 m²,217 m²,,27 August 2020,109037851,1.0,5500000.0000,"19 Maynard Street, Cape Town City Centre, Cape Town",House,,,,1.0,,,,,,,
248,3.0,3.0,,90 m²,,17 September 2020,109130657,,,"1, 3, 6, 7, P8, P9, P16, P17, P18 Storeleigh Flats 36 Queens Road, Bantry Bay, Cape Town",Apartment / Flat,,,,,,,,,,,
249,5.0,7.0,165 m²,223 m²,,09 September 2020,109095364,1.0,4600000.0000,"9 Cheviot Place, Green Point, Cape Town",House,,,,,,,1.0,,,,
250,3.0,5.0,471 m²,135 m²,1.0,31 August 2020,109049714,,3100000.0000,"61 Rotherfield Road, Plumstead, Cape Town",House,,,,2.0,,,,,,,
251,2.0,3.0,,129 m²,1.0,09 September 2020,109095632,,4200000.0000,"2466 High Cape Avenue, Vredehoek, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
252,2.0,3.0,,116 m²,,24 August 2020,109024275,1.0,3445000.0000,"8 Buiten Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,,,1.0,,,,,
253,4.0,4.0,2 207 m²,700 m²,2.0,08 September 2020,109088416,1.0,16000000.0000,"117 Rathfelder Avenue, Constantia, Cape Town",House,,1.0,,2.0,,,1.0,,,,
254,1.0,1.0,,55 m²,,24 August 2020,109024037,,2850000.0000,"2 Dockrail Road, Foreshore, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
255,3.0,6.0,2 379 m²,,2.0,23 September 2020,109152828,,9450000.0000,"27 Valley Road, Kenilworth Upper, Cape Town",House,1.0,1.0,,,,,1.0,,,,
256,1.0,2.0,,92 m²,,09 September 2020,109095783,,1995000.0000,"4 Birmingham Road, Plumstead, Cape Town",Apartment / Flat,,1.0,,2.0,,,,1.0,,,
257,1.0,,45 m²,45 m²,,15 September 2020,109117645,,2050000.0000,"105 Strand Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
258,1.0,1.0,5 646 m²,57 m²,1.0,09 September 2020,109098372,,2395000.0000,"3 Derwent, Gardens, Cape Town",Apartment / Flat,,1.0,,,,,,,,,
259,1.0,2.0,,74 m²,1.0,08 September 2020,109088763,,2450000.0000,"41 Prince Street (c), Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,
260,2.0,3.0,397 m²,116 m²,1.0,08 September 2020,109089189,1.0,5440000.0000,"12 Feldhausen Avenue, Claremont, Cape Town",House,,1.0,,,,,,,,,
261,1.0,3.0,477 m²,98 m²,,13 September 2020,109111711,,2580000.0000,"14a Camp Street, Gardens, Cape Town",Apartment / Flat,1.0,,,,,,,,,,
262,3.5,3.0,433 m²,,2.0,14 September 2020,109115689,1.0,12500000.0000,"Camps Bay, Cape Town",House,1.0,1.0,,,,,,,,,
263,3.0,3.0,357 m²,,1.0,11 September 2020,109109203,,5995000.0000,"6 Saddle Road, Vredehoek, Cape Town",House,1.0,1.0,1.0,,,,,,,,
264,3.0,4.0,517 m²,305 m²,2.0,07 September 2020,109072390,,4500000.0000,"6 Kromboom, Rondebosch, Cape Town",House,,1.0,3.0,,,,,,,,
265,1.0,2.0,,84 m²,1.0,08 September 2020,109087851,1.0,1995000.0000,"281 Main Road, Claremont Upper, Cape Town",Apartment / Flat,,,,1.0,,,,1.0,,,
266,3.5,4.0,1 426 m²,500 m²,2.0,07 September 2020,109073394,1.0,9950000.0000,"8 Hermina Avnue, Constantia, Cape Town",House,,1.0,,4.0,,,,,,,
267,3.5,4.0,659 m²,300 m²,2.0,18 September 2020,109137409,,13950000.0000,"Camps Bay, Cape Town",House,,1.0,,2.0,,,,,,,
268,2.0,3.0,923 m²,,1.0,18 September 2020,109137549,1.0,3300000.0000,"17 Ambleside Road, Pinelands, Cape Town",House,,1.0,,6.0,,,,,,,
269,3.0,4.0,535 m²,,3.0,14 September 2020,109116499,,4750000.0000,"21 Oxford Street, Wynberg Upper, Cape Town",House,1.0,1.0,,,,,,,,,
270,1.0,1.0,,51 m²,,27 August 2020,109035629,,1850000.0000,"9 Boundary Road, Green Point, Cape Town",Apartment / Flat,,1.0,1.0,,,,,,,,
271,2.0,3.0,130 m²,95 m²,1.0,21 September 2020,109141111,,2295000.0000,"Camargue, 2 Kerner Close, Lakeside, Cape Town",House,1.0,,,2.0,,,,,,,
272,1.0,1.0,,62 m²,,08 September 2020,109091220,,1550000.0000,"21 Duke Road, Rondebosch, Cape Town",Apartment / Flat,,,,,1.0,,,,,,
273,1.0,2.0,,80 m²,,18 September 2020,109138053,1.0,3295000.0000,"2 De Lorentz Street, Gardens, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
274,1.0,1.0,,46 m²,1.0,16 September 2020,109126171,,1550000.0000,"269 Main Road Sea Point, Sea Point, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
275,2.5,4.0,1 561 m²,,2.0,09 September 2020,109095394,1.0,5950000.0000,"14 Hillcrest Road, Constantia, Cape Town",House,1.0,1.0,3.0,,,,,,,,
276,3.0,3.0,316 m²,316 m²,1.0,06 September 2020,109071548,1.0,5650000.0000,"18 Wisbeach Road, Sea Point, Cape Town",House,1.0,,,1.0,,,,1.0,,,
277,1.0,1.0,,63 m²,,08 September 2020,109088947,1.0,2250000.0000,"3 Vesperdene Road, Green Point, Cape Town",Apartment / Flat,,,,,,,,,,,
278,2.0,2.0,,96 m²,1.0,19 September 2020,109135686,,2750000.0000,"101, 35 Grove Avenue, Claremont Upper, Cape Town",Apartment / Flat,,,,,,,,,,,
279,2.5,3.0,430 m²,,2.0,15 September 2020,109112670,1.0,5950000.0000,"22 Ethel Road, Claremont Upper, Claremont Upper, Cape Town",House,1.0,,,,,,,1.0,,,
280,1.0,1.0,,88 m²,,07 September 2020,109073241,,2450000.0000,"24 Hans Strijdom Avenue, Foreshore, Cape Town",Apartment / Flat,,,,1.0,1.0,,,1.0,,,
281,3.0,3.0,464 m²,,1.0,14 September 2020,109116029,1.0,8000000.0000,"42 Breda Street, Oranjezicht, Cape Town",House,,,,,,,,,,,
282,2.0,2.0,111 m²,90 m²,1.0,06 September 2020,109071563,1.0,1995000.0000,"3 Worcester Street, Harfield Village, Cape Town",Townhouse,,,,1.0,,,,,,,
283,5.0,5.0,1 654 m²,900 m²,3.0,04 September 2020,109066224,,14995000.0000,"155 Piketberg Way, Stonehurst Mountain Estate, Cape Town",House,1.0,1.0,3.0,,,,,,,,
284,1.0,0.5,,35 m²,,08 September 2020,109088507,1.0,1900000.0000,"57 Heerengracht St, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
285,2.0,2.0,,86 m²,1.0,16 September 2019,107948608,,3499000.0000,"4, 19 Marais Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
286,1.0,2.0,194 m²,109 m²,,17 September 2020,109131130,1.0,4500000.0000,"12 Leeuwenvoet Road, Tamboerskloof, Cape Town",House,1.0,,,,,,,,,,
287,2.0,4.0,490 m²,223 m²,2.0,18 September 2020,109138268,1.0,2795000.0000,"4 Tenth Avenue, Kensington, Cape Town",House,1.0,1.0,,,,,1.0,,,,
288,4.0,4.0,2 022 m²,501 m²,3.0,15 September 2020,109121229,1.0,15000000.0000,"26 Strawberry Lane, Constantia, Cape Town",House,,1.0,,2.0,,,,,,,
289,1.0,2.0,312 m²,117 m²,1.0,06 September 2020,109071092,,2180000.0000,"1 Michell Road, Marina Da Gama, Cape Town",House,1.0,,1.0,,,,,,,,
290,1.0,2.0,,104 m²,1.0,18 September 2020,109135783,,1850000.0000,"Kenilworth, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
291,1.0,1.0,,43 m²,1.0,14 September 2020,109115855,,1626000.0000,"309 Lido Court 287 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
292,1.0,1.0,,60 m²,,10 September 2020,109102079,,1690000.0000,"14 Milner Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
293,3.0,3.0,214 m²,285 m²,,25 August 2020,109028365,,3450000.0000,"243 Lower Main Road, Observatory, Cape Town",House,1.0,,,2.0,,,,1.0,,,
294,3.0,4.0,805 m²,,2.0,21 September 2020,109144894,,4950000.0000,"19 Pine Road, Claremont Upper, Cape Town",House,,,,4.0,,,,,,,
295,1.0,1.0,2 000 m²,43 m²,,11 September 2020,109109017,,1995000.0000,"13 St Quintons Road, Oranjezicht, Cape Town",Apartment / Flat,,,,,,,,,,,
296,2.0,4.0,1 120 m²,225 m²,2.0,08 September 2020,109092493,1.0,5600000.0000,"13 Purcell Way, Kreupelbosch, Cape Town",House,,1.0,,1.0,,,1.0,,,,
297,2.0,2.0,1 225 m²,106 m²,,06 September 2020,109071288,,5195000.0000,"21 Tramway Road, Sea Point, Cape Town",Apartment / Flat,1.0,1.0,,2.0,,,,1.0,,,
298,1.0,2.0,,,1.0,21 September 2020,109140538,1.0,2250000.0000,"20 Howards End Rd Pinelands, Pinelands, Cape Town",Townhouse,1.0,,,,,,,1.0,,,
299,1.0,1.0,,34 m²,,08 September 2020,109088076,,1049000.0000,"14 Chester Road, Rondebosch, Cape Town",Apartment / Flat,,,,,,,,,,,
300,1.0,2.0,128 m²,75 m²,,16 September 2020,109123374,,1950000.0000,"6 Lulworth Road, Rondebosch, Cape Town",House,,,,,,,,,,,
301,2.0,2.0,,129 m²,,07 September 2020,109073962,,4295000.0000,"21 Main Road, Claremont Upper, Cape Town",Apartment / Flat,,,,2.0,,1.0,,,,,
302,2.5,2.0,,81 m²,1.0,18 September 2020,109136716,,3150000.0000,"35 Grove Avenue, Claremont Upper, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
303,4.0,5.0,540 m²,237 m²,2.0,21 September 2020,109144813,,2850000.0000,"Marina Da Gama, Cape Town",House,,1.0,,4.0,,,,,,,
304,1.0,2.0,,97 m²,1.0,08 September 2020,109092523,1.0,2500000.0000,"97 Hope, Gardens, Cape Town",Apartment / Flat,,,,,,,,,,,
305,1.0,2.0,153 m²,,,22 May 2020,108678713,,2050000.0000,"Rosebank, Cape Town",House,,,,,,,,,,,
306,1.0,0.5,,42 m²,,07 September 2020,109072872,,1295000.0000,"70 Queen Victoria Street, Cape Town City Centre, Cape Town",Apartment / Flat,,1.0,,,1.0,,,,,,
307,1.0,3.0,352 m²,130 m²,,18 September 2020,109136020,,1350000.0000,"145 Surran Road, Newfields, Cape Town",House,1.0,,,5.0,,,,,,,
308,1.0,0.5,26 m²,26 m²,,21 September 2020,109142195,,1195000.0000,"5 Nicol Street, Gardens, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
309,1.0,1.0,,40 m²,,15 September 2020,109121949,,2250000.0000,"9 Marine Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,,,,,,
310,2.0,3.0,274 m²,190 m²,2.0,05 September 2020,109069876,1.0,3295000.0000,"1 Morley Road, Observatory, Cape Town",House,1.0,,,,,,,1.0,,,
311,1.0,1.0,,57 m²,,06 September 2020,109070927,1.0,1695000.0000,"57 Church Street, Cape Town City Centre, Cape Town",Apartment / Flat,,,,1.0,,1.0,,,,,
312,2.0,3.0,496 m²,165 m²,2.0,04 September 2020,107807961,1.0,5700000.0000,"9 Annerley Road, Rosebank, Cape Town",House,1.0,1.0,,2.0,,,,,,,
313,2.0,2.0,,92 m²,,14 September 2020,109115938,,7992500.0000,"Silo 2, South Arm Road, Waterfront, Cape Town",Apartment / Flat,,,,2.0,,,,1.0,,,
314,3.0,3.0,184 m²,290 m²,1.0,15 September 2020,105205093,1.0,6750000.0000,"18 Barkly Rd, Sea Point, Cape Town",House,1.0,,,,,,,,,,
315,5.0,5.0,596 m²,,1.0,30 August 2020,109045850,1.0,8738998.0000,"28 Marmion Road, Oranjezicht, Cape Town",House,1.0,1.0,,,,,1.0,,,,
316,2.0,2.0,174 m²,,2.0,12 September 2020,109110222,,1590000.0000,"25 Eastlake Drive, Marina Da Gama, Cape Town",House,1.0,,,,,,,,,,
317,1.0,0.5,,44 m²,,23 September 2020,109151878,,1525000.0000,"239 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,,,,
318,1.0,2.0,,68 m²,2.0,09 September 2020,109095315,,2450000.0000,"99 Hatfield Street, Gardens, Cape Town",Apartment / Flat,,,,1.0,1.0,,,,,,
319,3.0,4.0,1 521 m²,340 m²,2.0,05 September 2020,109069755,,17950000.0000,"19 Woodford Avenue, Camps Bay, Cape Town",House,1.0,1.0,,4.0,,,,,,,
320,1.0,2.0,,63 m²,,10 September 2020,109102164,,1245000.0000,"12 Listowel, Woodstock, Cape Town",Apartment / Flat,,,1.0,,,,,,,,
321,2.0,2.0,243 m²,122 m²,,17 September 2020,109131587,,2495000.0000,"4 Cecil Road, Claremont, Cape Town",House,1.0,,,2.0,,,,,,,
322,2.0,4.0,991 m²,,1.0,14 September 2020,109115196,,4950000.0000,"17 Keurboom Road, Rondebosch, Cape Town",House,1.0,1.0,6.0,,,,,,,,
323,2.5,3.0,,174 m²,1.0,04 September 2020,109065415,,7950000.0000,"La Rochelle 265 Beach Road, Sea Point, Cape Town",Apartment / Flat,,,,,,,,1.0,,,
324,1.0,1.0,46 m²,,1.0,21 September 2020,109140917,,1050000.0000,"305 Collingwood, Bell Road, Kenilworth, Cape Town",Apartment / Flat,,,,,,,,,,,
